Ranking,Title,Type,Aired,Episodes,Duration,Score,Source,Genres,Themes,Licensors,Producers,Rating,Status,Studios,Members,Duaration,Quantity Genres,Quantity Theme 
11953,Nora to Oujo to Noraneko Heart: Nora Fuku Ekichou Shuunin-shiki,ONA,14-Sep-18,1,50 sec.,5.08,Original,Comedy,None,add some,"None found,add some",G ,Finished Airing,add some,"1,710",0.0,1,0
11954,Oshiri Kajiri Mushi (TV),TV,"Oct 7, 2012 to Feb 24, 2013",20,5 min. per ep.,5.08,Music,Comedy,None,add some,"None found,add some",G ,Finished Airing,Kinema Citrus,"1,345",100.0,1,0
11955,Oshiruko,ONA,2005,1,1 min.,5.08,Original,Comedy,None,add some,Space Neko Company,G ,Finished Airing,add some,"1,129",1.0,1,0
11956,Seichou Rap,Music,15-Jul-14,1,2 min.,5.08,Unknown,None,Music,add some,"None found,add some",G ,Finished Airing,add some,272,2.0,1,1
11957,Shiawase no Uta,Music,2-Oct-84,1,2 min.,5.08,Original,None,"Historical,Music",add some,NHK,G ,Finished Airing,add some,317,2.0,1,2
11958,Speed,Movie,1-Jan-80,1,6 min.,5.08,Unknown,Comedy,None,add some,Takun Manga Box,G ,Finished Airing,add some,"1,184",6.0,1,0
11959,Sunny,Music,6-Sep-19,1,3 min.,5.08,Original,None,"Music,Racing",add some,"None found,add some",G ,Finished Airing,add some,223,3.0,1,2
11960,Sushi Ninja,ONA,"Jul 3, 2014 to Nov 28, 2014",3,4 min. per ep.,5.08,Original,"Action,Comedy,Fantasy",None,add some,Genco,G ,Finished Airing,add some,664,12.0,3,0
11961,Yellow,Movie,2003,1,9 min.,5.08,Original,None,Psychological,add some,"None found,add some",G ,Finished Airing,add some,632,9.0,1,1
11962,Yuuki Hitotsu wo Tomo ni Shite,Music,6-Oct-75,1,2 min.,5.08,Other,None,Music,add some,NHK,G ,Finished Airing,add some,414,2.0,1,1
11963,Princess Army: Wedding★Combat,OVA,"Aug 1, 1992 to Sep 21, 1992",2,26 min. per ep.,5.07,Manga,"Action,Romance",Martial Arts,add some,Movic,PG,Finished Airing,J.C.Staff,"1,355",52.0,2,1
11964,Shashinki,Movie,1986,1,3 min.,5.07,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,339,3.0,1,0
11965,Shinsetsu Kachikachi Yama,Movie,Nov-36,1,6 min.,5.07,Original,"Action,Fantasy",Historical,add some,"None found,add some",G ,Finished Airing,add some,686,6.0,2,1
11966,Tanahashi Hiroshi X Mameshiba Pro Wrestling,Special,"Jul 9, 2013 to Aug 24, 2014",2,30 sec. per ep.,5.07,Original,"Comedy,Sports",None,add some,"None found,add some",G ,Finished Airing,add some,598,0.0,2,0
11967,Tengu Taiji,Movie,26-Jun-34,1,8 min.,5.07,Original,Comedy,None,add some,"None found,add some",G ,Finished Airing,add some,"1,140",8.0,1,0
11968,Wakuwaku♥Nukegake Daisakusen,Music,18-Apr-07,1,4 min.,5.07,Music,None,"Music,Racing",add some,Victor Entertainment,G ,Finished Airing,add some,319,4.0,1,2
11969,Zombie Clay Animation: I'm Stuck!!,ONA,"Mar 2, 2014 to May 8, 2014",4,3 min. per ep.,5.07,Original,"Comedy,Horror",None,add some,"None found,add some",R ,Finished Airing,Studio Binzo,341,12.0,2,0
11970,20-dai no Heya-hen,Special,7-Jan-15,1,15 sec.,5.07,Original,Slice of Life,None,add some,"None found,add some",G ,Finished Airing,add some,"1,983",0.0,1,0
11971,84 Taekwon V,Movie,3-Aug-84,1,1 hr. 18 min.,5.07,Unknown,"Action,Sci-Fi",Mecha,add some,"None found,add some",PG ,Finished Airing,add some,522,78.0,2,1
11972,Aikodesho,Music,2-Aug-88,1,2 min.,5.07,Original,None,Music,add some,NHK,G ,Finished Airing,Asahi Production,344,2.0,1,1
11973,Aioi Ai oi,Special,"Feb 4, 2017 to May 3, 2018",2,1 min. per ep.,5.07,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,311,2.0,1,1
11974,Ark IX,OVA,2-Jul-13,1,11 min.,5.07,Novel,Action,None,add some,"None found,add some",PG,Finished Airing,Hoods Entertainment,"8,251",11.0,1,0
11975,Baguda-jou no Touzoku,Movie,6-Oct-26,1,15 min.,5.07,Original,"Adventure,Romance",Historical,add some,"None found,add some",G ,Finished Airing,add some,"1,347",15.0,2,1
11976,Cabbage UFO,Music,2-Jun-84,1,2 min.,5.07,Music,None,Music,add some,NHK,G ,Finished Airing,add some,383,2.0,1,1
11977,Maabou no Kinoshita Toukichirou,Movie,5-Dec-38,1,6 min.,5.07,Original,None,Samurai,add some,"None found,add some",G ,Finished Airing,add some,"1,124",6.0,1,1
11978,Body Jack: Tanoshii Yutai Ridatsu,OVA,28-Jan-87,1,35 min.,5.06,Original,"Comedy,Ecchi",None,add some,Bandai,R+ ,Finished Airing,add some,"2,681",35.0,2,0
11979,BraFro x Taka no Tsume: Brave Funding Prologue,ONA,28-May-17,1,4 min.,5.06,Other,None,Parody,add some,"None found,add some",G ,Finished Airing,add some,358,4.0,1,1
11980,Chou Kidougai-ku: Kashiwa-no-Ha,ONA,30-Sep-15,1,1 min.,5.06,Original,None,Mecha,add some,"Rakuonsha,Yamato Works",PG ,Finished Airing,add some,932,1.0,1,1
11981,Hal & Bons,OVA,2-Oct-02,5,8 min. per ep.,5.06,Unknown,"Comedy,Slice of Life",None,add some,Grasshoppa!,PG,Finished Airing,add some,625,40.0,2,0
11982,Hana to Chou,Movie,Oct-54,1,9 min.,5.06,Original,Fantasy,None,add some,"None found,add some",G ,Finished Airing,add some,847,9.0,1,0
11983,Hoshi no Yuuenchi,OVA,14-Oct-89,1,17 min.,5.06,Unknown,"Adventure,Sci-Fi",None,add some,Gakken,G ,Finished Airing,add some,373,17.0,2,0
11984,Kaede New Town,Movie,8-Dec-07,1,28 min.,5.06,Original,"Comedy,Romance,Slice of Life",School,add some,CoMix Wave Films,PG ,Finished Airing,add some,722,28.0,3,1
11985,Kitte no Nai Okurimono,Music,7-Jun-96,1,2 min.,5.06,Music,None,Music,add some,NHK,G ,Finished Airing,add some,455,2.0,1,1
11986,Kojin Toshi,Movie,1990,1,23 min.,5.06,Unknown,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,427,23.0,1,0
11987,Norakuro Gochou,Movie,9-Mar-34,1,10 min.,5.06,Manga,Adventure,None,add some,"None found,add some",G ,Finished Airing,add some,"1,045",10.0,1,0
11988,Oira no Hijouji,Movie,1936,1,11 min.,5.06,Original,None,"Historical,Military,Mythology",add some,"None found,add some",G ,Finished Airing,add some,431,11.0,1,3
11989,Sensuikan Cassiopeia,Movie,1964,1,5 min.,5.06,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,331,5.0,1,0
11990,the FLY BanD!,Special,1998,1,3 min.,5.06,Original,None,Music,add some,"None found,add some",G ,Finished Airing,Polygon Pictures,326,3.0,1,1
11991,Tomato ni Natta Otokonoko,ONA,28-Aug-15,1,4 min.,5.06,Original,None,None,add some,"None found,add some",G ,Finished Airing,add some,486,4.0,1,0
11992,Tripod Baby,Music,2005,1,3 min.,5.06,Music,None,"Music,Space",add some,Avex Entertainment,G ,Finished Airing,pH Studio,275,3.0,1,2
11993,Tsuiseki,Movie,1966,1,3 min.,5.06,Unknown,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,338,3.0,1,0
11994,Urmă (Zanzou),Music,21-Jan-11,1,4 min.,5.06,Music,Supernatural,"Music,Vampire",add some,Amuse,PG ,Finished Airing,add some,465,4.0,1,2
11995,Mameshiba x Tunes!,Special,Nov-17,1,30 sec.,5.05,Other,None,Parody,add some,"None found,add some",G ,Finished Airing,add some,352,0.0,1,1
11996,Miira no Yume,Movie,1989,1,5 min.,5.05,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,453,5.0,1,0
11997,Orangutan,Music,7-Feb-80,1,2 min.,5.05,Original,None,Music,add some,NHK,G ,Finished Airing,add some,274,2.0,1,1
11998,Parallel,Music,4-Aug-14,1,2 min.,5.05,Original,None,"Music,Strategy Game",add some,"None found,add some",G ,Finished Airing,add some,211,2.0,1,2
11999,Tenbatsu Angel Rabbie☆,OVA,23-Jan-04,1,24 min.,5.05,Visual novel,"Comedy,Sci-Fi",None,add some,"AIC,Media Factory,Toshiba Entertainment,Studio Jack",PG,Finished Airing,AIC Spirits,"2,006",24.0,2,0
12000,The Green Wind,Special,Oct-04,1,35 sec.,5.05,Other,Fantasy,None,add some,"None found,add some",G ,Finished Airing,add some,719,0.0,1,0
12001,Hana to Chou,Movie,Oct-54,1,9 min.,5.06,Original,Fantasy,None,add some,"None found,add some",G ,Finished Airing,add some,847,9.0,1,0
12002,Hoshi no Yuuenchi,OVA,14-Oct-89,1,17 min.,5.06,Unknown,"Adventure,Sci-Fi",None,add some,Gakken,G ,Finished Airing,add some,376,17.0,2,0
12003,Kojin Toshi,Movie,1990,1,23 min.,5.06,Unknown,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,427,23.0,1,0
12004,Norakuro Gochou,Movie,9-Mar-34,1,10 min.,5.06,Manga,Adventure,None,add some,"None found,add some",G ,Finished Airing,add some,"1,046",10.0,1,0
12005,Oira no Hijouji,Movie,1936,1,11 min.,5.06,Original,None,"Historical,Military,Mythology",add some,"None found,add some",G ,Finished Airing,add some,432,11.0,1,3
12006,Ooi! Hanimaru,Music,13-Apr-83,1,1 min.,5.06,Music,None,Music,add some,NHK,G ,Finished Airing,add some,244,1.0,1,1
12007,Sensuikan Cassiopeia,Movie,1964,1,5 min.,5.06,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,331,5.0,1,0
12008,the FLY BanD!,Special,1998,1,3 min.,5.07,Original,None,Music,add some,"None found,add some",G ,Finished Airing,Polygon Pictures,326,3.0,1,1
12009,Tomato ni Natta Otokonoko,ONA,28-Aug-15,1,4 min.,5.06,Original,None,None,add some,"None found,add some",G ,Finished Airing,add some,487,4.0,1,0
12010,Tsuiseki,Movie,1966,1,3 min.,5.06,Unknown,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,338,3.0,1,0
12011,Urmă (Zanzou),Music,21-Jan-11,1,4 min.,5.06,Music,Supernatural,"Music,Vampire",add some,Amuse,PG ,Finished Airing,add some,465,4.0,1,2
12012,Wakuwaku♥Nukegake Daisakusen,Music,18-Apr-07,1,4 min.,5.06,Music,None,"Music,Racing",add some,Victor Entertainment,G ,Finished Airing,add some,320,4.0,1,2
12013,Mameshiba x Tunes!,Special,Nov-17,1,30 sec.,5.05,Other,None,Parody,add some,"None found,add some",G ,Finished Airing,add some,353,0.0,1,1
12014,Orangutan,Music,7-Feb-80,1,2 min.,5.05,Original,None,Music,add some,NHK,G ,Finished Airing,add some,274,2.0,1,1
12015,Parallel,Music,4-Aug-14,1,2 min.,5.05,Original,None,"Music,Strategy Game",add some,"None found,add some",G ,Finished Airing,add some,211,2.0,1,2
12016,Tenbatsu Angel Rabbie☆,OVA,23-Jan-04,1,24 min.,5.05,Visual novel,"Comedy,Sci-Fi",None,add some,"AIC,Media Factory,Toshiba Entertainment,Studio Jack",PG,Finished Airing,AIC Spirits,"2,018",24.0,2,0
12017,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,TV,"Mar 18, 2009 to Jul 20, 2009",13,2 min. per ep.,5.05,Original,Comedy,None,add some,"None found,add some",PG ,Finished Airing,Kachidoki Studio,721,26.0,1,0
12018,Bucket no Ana,Music,5-Aug-68,1,2 min.,5.05,Original,None,Music,add some,NHK,G ,Finished Airing,add some,294,2.0,1,1
12019,Doubutsu Mura no Daisodou,Movie,1942,1,8 min.,5.05,Original,Action,None,add some,"None found,add some",G ,Finished Airing,add some,716,8.0,1,0
12020,Kitte no Nai Okurimono,Music,7-Jun-96,1,2 min.,5.05,Music,None,Music,add some,NHK,G ,Finished Airing,add some,455,2.0,1,1
12021,Abstract feat. Alkama,Movie,19-Aug-17,1,2 min.,5.05,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,654,2.0,1,0
12022,Factory,ONA,8-Jun-12,2,23 sec. per ep.,5.04,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,254,0.0,1,0
12023,Jitensha-hen,Music,15-Sep-09,1,7 min.,5.04,Music,None,Music,add some,Space Shower Music,G ,Finished Airing,add some,240,7.0,1,1
12024,Kaede New Town,Movie,8-Dec-07,1,28 min.,5.04,Original,"Comedy,Romance,Slice of Life",School,add some,CoMix Wave Films,PG ,Finished Airing,add some,725,28.0,3,1
12025,Lina Poe Poe,Music,2-Jul-08,1,2 min.,5.04,Music,None,Music,add some,Space Shower Music,G ,Finished Airing,add some,237,2.0,1,1
12026,Norakuro Nitouhei: Enshuu no Maki,Movie,14-Jun-33,1,5 min.,5.04,Manga,Adventure,None,add some,"None found,add some",G ,Finished Airing,add some,898,5.0,1,0
12027,Nowhereland,Music,1-Nov-16,1,3 min.,5.04,Original,Avant Garde,Music,add some,"None found,add some",R+ ,Finished Airing,add some,401,3.0,1,1
12028,Recorder,Movie,2006,1,1 min.,5.04,Original,Avant Garde,Music,add some,"None found,add some",G ,Finished Airing,add some,851,1.0,1,1
12029,Sougiya to Inu,Movie,2010,1,4 min.,5.04,Unknown,"Avant Garde,Horror",None,add some,"None found,add some",G ,Finished Airing,add some,834,4.0,2,0
12030,Tetopettenson,Music,2-Oct-02,1,2 min.,5.04,Music,None,Music,add some,NHK,G ,Finished Airing,add some,261,2.0,1,1
12031,The Green Wind,Special,Oct-04,1,35 sec.,5.04,Other,Fantasy,None,add some,"None found,add some",G ,Finished Airing,add some,722,0.0,1,0
12032,Tousan no Tsukutta Uta,Music,5-Dec-82,1,2 min.,5.04,Original,Fantasy,Music,add some,NHK,G ,Finished Airing,add some,388,2.0,1,1
12033,Ultrasonico,ONA,1-Apr-17,1,2 min.,5.04,Other,None,"Parody,Super Power",add some,"None found,add some",G ,Finished Airing,add some,"1,956",2.0,1,2
12034,Yume no Kakera,Music,3-Jan-06,1,5 min.,5.04,Unknown,None,Music,add some,"None found,add some",PG,Finished Airing,Studio 4°C,"1,167",5.0,1,1
12035,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,Special,"Apr 22, 2009 to Aug 26, 2009",5,29 sec. per ep.,5.04,Manga,Comedy,None,add some,Aniplex,G ,Finished Airing,Brain's Base,"7,963",0.0,1,0
12036,Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,OVA,18-Mar-12,1,11 min.,5.03,Manga,Action,None,add some,Shueisha,G ,Finished Airing,Kinema Citrus,"4,282",11.0,1,0
12037,Nagisa,Music,27-Dec-09,1,2 min.,5.03,Music,None,Music,add some,Space Shower Music,G ,Finished Airing,add some,305,2.0,1,1
12038,Ousama Game The Animation,TV,"Oct 5, 2017 to Dec 21, 2017",12,23 min. per ep.,5.03,Novel,"Drama,Horror,Mystery,Supernatural","Gore,School",Funimation,"AT-X,Warner Music Japan,Amuse,Hakuhodo DY Music & Pictures,Futabasha,Kakao Japan,Spacey Music Entertainment,A-Craft,Tohan Corporation",R ,Finished Airing,Seven,"218,984",276.0,4,2
12039,Oyoge ya Oyoge,Movie,1939,1,10 min.,5.03,Original,Sports,None,add some,"None found,add some",G ,Finished Airing,add some,709,10.0,1,0
12040,Paper Film,Movie,2005,1,6 min.,5.03,Unknown,Comedy,None,add some,Takun Manga Box,R+ ,Finished Airing,add some,292,6.0,1,0
12041,Prism Magical: Prism Generations!,OVA,27-Aug-10,1,16 min.,5.03,Visual novel,"Comedy,Ecchi",None,add some,Studio G-1Neo,R+ ,Finished Airing,Asahi Production,"2,902",16.0,2,0
12042,Rebirth Moon Divergence,OVA,23-Nov-05,1,17 min.,5.03,Game,"Action,Fantasy",None,add some,Idea Factory,None,Finished Airing,add some,684,17.0,2,0
12043,Rui no Masaiban,ONA,1-Feb-12,1,2 min.,5.03,Unknown,Fantasy,Mythology,add some,"None found,add some",PG,Finished Airing,add some,491,2.0,1,1
12044,San-biki no Koguma-san,Movie,1931,1,9 min.,5.03,Original,None,None,add some,"None found,add some",G ,Finished Airing,add some,334,9.0,1,0
12045,Tansui,Movie,May-86,1,3 min.,5.03,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,304,3.0,1,0
12046,Waanabi.jk,Special,"Jul 29, 2013 to Sep 4, 2015",2,1 min. per ep.,5.03,Web manga,"Comedy,Slice of Life",School,add some,"None found,add some",PG,Finished Airing,Studio Deen,"1,265",2.0,2,1
12047,Yakan Gakkou no Ura-sensei,ONA,2-Aug-16,1,1 min.,5.03,Web manga,Supernatural,School,add some,comico,G ,Finished Airing,add some,286,1.0,1,1
12048,Yamaguchi Sanchi no Tsutomu-kun,Music,1-Apr-76,1,2 min.,5.03,Original,Romance,Music,add some,NHK,G ,Finished Airing,add some,373,2.0,1,1
12049,77Danui Bimil,Movie,23-Jul-78,1,1 hr. 9 min.,5.03,Radio,"Action,Drama",None,add some,"None found,add some",G ,Finished Airing,add some,485,69.0,2,0
12050,Aotenjou no Clown,Music,1-Dec-98,1,2 min.,5.03,Original,None,Music,add some,NHK,G ,Finished Airing,add some,247,2.0,1,1
12051,Broots,Special,1984,1,5 min.,5.03,Original,Sci-Fi,Mecha,add some,"None found,add some",PG ,Finished Airing,TMS Entertainment,420,5.0,1,1
12052,Can You See? I'm Sushi,Music,1-Jun-18,1,2 min.,5.03,Original,Gourmet,"Music,Strategy Game",add some,NHK,G ,Finished Airing,Creatures Inc.,405,2.0,1,2
12053,Fin-tan to Sauna ni Nyuurou,ONA,9-Jul-18,1,5 min.,5.03,Original,Slice of Life,None,add some,"None found,add some",G ,Finished Airing,add some,284,5.0,1,0
12054,Gingirl,ONA,28-Oct-16,1,54 sec.,5.03,Original,None,Space,add some,"None found,add some",G ,Finished Airing,add some,396,0.0,1,1
12055,Halved,Music,21-Apr-16,1,2 min.,5.03,Music,None,Music,add some,Virgin Babylon Records,G ,Finished Airing,Onionskin,301,2.0,1,1
12056,Hermes: Ai wa Kaze no Gotoku,Movie,12-Apr-97,1,1 hr. 54 min.,5.03,Novel,"Drama,Fantasy",None,add some,"None found,add some",PG,Finished Airing,Animation Staff Room,"1,126",114.0,2,0
12057,Hon Ran,OVA,7-Jul-93,1,59 min.,5.03,Unknown,Action,Martial Arts,add some,"Shogakukan-Shueisha Productions,Streamline Pictures",R+ ,Finished Airing,add some,"1,783",59.0,1,1
12058,Jikan,Movie,1963,1,7 min.,5.03,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,369,7.0,1,0
12059,Karo to Piyobupt: Ouchi,Movie,1992,1,4 min.,5.03,Original,Comedy,None,add some,"Yamamura Animation, Inc.",G ,Finished Airing,add some,705,4.0,1,0
12060,Kowasugimasu.,ONA,20-Mar-18,1,28 sec.,5.03,Original,"Comedy,Horror",Music,add some,"None found,add some",G ,Finished Airing,add some,257,0.0,2,1
12061,009 Re:Cyborg x Zip,ONA,"Oct 15, 2012 to Oct 26, 2012",10,10 sec. per ep.,5.02,Manga,Comedy,Super Power,add some,Nippon Television Network,G ,Finished Airing,add some,"1,330",0.0,1,1
12062,Chinka,Special,31-Mar-10,1,27 sec.,5.02,Original,Action,None,add some,Studio Mirai,G ,Finished Airing,add some,415,0.0,1,0
12063,Choujin Gakuen Gowcaizer: The Voltage Fighters,OVA,"Sep 27, 1996 to Jan 31, 1997",3,30 min. per ep.,5.02,Game,"Action,Sci-Fi,Ecchi",Martial Arts,Central Park Media,GAGA,R+ ,Finished Airing,J.C.Staff,"3,704",90.0,3,1
12064,Cleaning Switch,Music,Aug-08,1,3 min.,5.02,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,376,3.0,1,1
12065,Coffee Tadaiku,Movie,2011,1,2 min.,5.02,Original,Slice of Life,None,add some,Decovocal,G ,Finished Airing,add some,826,2.0,1,0
12066,Computer Obaachan,Music,7-Dec-81,1,2 min.,5.02,Original,"Adventure,Comedy,Sci-Fi","Music,Space",add some,NHK,G ,Finished Airing,add some,483,2.0,3,2
12067,Fuku-chan no Sensuikan,Movie,9-Nov-44,1,30 min.,5.02,Other,Comedy,"Historical,Military",add some,Asahi Production,G ,Finished Airing,Shochiku Animation Institute,717,30.0,1,2
12068,Geki Drive,ONA,20-Oct-15,1,2 min.,5.02,Other,Action,Racing,add some,Bandai,G ,Finished Airing,add some,295,2.0,1,1
12069,Genma Taisen: Shinwa Zenya no Shou,TV,"Feb 2, 2002 to May 11, 2002",13,25 min. per ep.,5.02,Manga,"Adventure,Drama,Horror,Sci-Fi,Supernatural",None,Media Blasters,KENMedia,PG,Finished Airing,E&G Films,"1,796",325.0,5,0
12070,Higenashi Gogejabaru,Music,3-Jun-74,1,2 min.,5.02,Original,"Comedy,Fantasy",Music,add some,NHK,G ,Finished Airing,add some,368,2.0,2,1
12071,Kaito x Ansa,TV,"Jul 12, 2017 to Sep 27, 2017",12,7 min. per ep.,5.02,Original,None,Strategy Game,add some,Pony Canyon,PG,Finished Airing,Tengu Kobo,"3,863",84.0,1,1
12072,Kyouryoku Boukuusen,Movie,1942,1,10 min.,5.02,Original,Action,"Historical,Military",add some,"None found,add some",G ,Finished Airing,add some,340,10.0,1,2
12073,MD Geist II: Death Force,OVA,1-Mar-96,1,47 min.,5.02,Original,"Action,Sci-Fi","Mecha,Military",Central Park Media,Nippon Columbia,R+ ,Finished Airing,Zero-G Room,"7,549",47.0,2,2
12074,Miira no Yume,Movie,1989,1,5 min.,5.02,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,454,5.0,1,0
12075,Omoide no Album,Music,1-Feb-81,1,2 min.,5.02,Original,Slice of Life,"Music,School",add some,NHK,G ,Finished Airing,add some,386,2.0,1,2
12076,Samurai (2011),Music,23-Feb-11,1,4 min.,5.02,Music,None,"Music,Samurai",add some,Lastrum Music,G ,Finished Airing,add some,299,4.0,1,2
12077,Teienu Theater in Kobe Opening,Special,24-Jul-10,1,43 sec.,5.02,Music,None,Music,add some,"None found,add some",PG ,Finished Airing,add some,357,0.0,1,1
12078,Tenka Hyakken: Meiji-kan e Youkoso!,TV,"Oct 13, 2019 to Dec 29, 2019",12,3 min. per ep.,5.02,Game,"Action,Adventure,Fantasy,Supernatural","Historical,Martial Arts",add some,"None found,add some",PG,Finished Airing,LIDENFILMS,"7,885",36.0,4,2
12079,Uchuu Seibutsu Jirou,ONA,20-Sep-19,1,41 sec.,5.02,Original,None,"Music,Space",add some,"None found,add some",G ,Finished Airing,Fanworks,253,0.0,1,2
12080,Megumi to Taiyou: Kajuu Gummi Tweet Love Story,Special,"May 17, 2011 to Nov 8, 2011",1,3 min.,5.01,Original,"Romance,Slice of Life",None,add some,"None found,add some",G ,Finished Airing,Madhouse,"1,539",3.0,2,0
12081,MILPOM★,ONA,"Sep 5, 2015 to Sep 29, 2017",6,6 min. per ep.,5.01,Original,Comedy,None,add some,"None found,add some",PG,Finished Airing,Bandai Namco Pictures,"1,171",36.0,1,0
12082,Modern,Movie,2010,1,6 min.,5.01,Unknown,Avant Garde,None,add some,Mirai Film,G ,Finished Airing,add some,717,6.0,1,0
