Ranking,Title,Type,Aired,Episodes,Duration,Score,Source,Genres,Themes,Licensors,Producers,Rating,Status,Studios,Members,Duaration,Quantity Genres,Quantity Theme 
11802,Juu-nin no Chiisa na Indian,Movie,1968,1,1 min.,5.17,Unknown,None,Music,add some,"None found,add some",G ,Finished Airing,add some,334,1.0,1,1
11803,Kakumeiteki Broadway Shugisha Doumei,Music,19-Dec-13,1,4 min.,5.17,Music,None,Music,add some,"None found,add some",PG,Finished Airing,add some,567,4.0,1,1
11804,Kinken Chochiku Shiobara Tasuke,Movie,1925,1,9 min.,5.17,Other,None,Historical,add some,"None found,add some",G ,Finished Airing,add some,389,9.0,1,1
11805,"Kirai, Demo, Suki",ONA,5-Apr-16,1,15 sec.,5.17,Original,Sci-Fi,Music,add some,Trick Block,G ,Finished Airing,add some,520,0.0,1,1
11806,Kuripuri*Kuripura,Movie,2008,1,5 min.,5.17,Unknown,Comedy,None,add some,"None found,add some",G ,Finished Airing,add some,280,5.0,1,0
11807,Litchi DE Hikari Club,TV,"Oct 2, 2012 to Nov 20, 2012",8,3 min. per ep.,5.17,Manga,"Comedy,Drama,Horror,Romance",Psychological,add some,Nelke Planning,PG,Finished Airing,Kachidoki Studio,"11,471",24.0,4,1
11808,Barom One,TV,"Dec 7, 2002 to Mar 22, 2003",13,24 min. per ep.,5.16,Manga,"Action,Sci-Fi,Supernatural",None,add some,AT-X,PG,Finished Airing,E&G Films,"2,021",312.0,3,0
11809,Copy,Music,16-Dec-10,1,1 min.,5.16,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,177,1.0,1,1
11810,Digital Devil Story: Megami Tensei,OVA,25-Mar-87,1,45 min.,5.16,Light novel,"Adventure,Drama,Fantasy,Horror,Mystery,Supernatural","Mythology,Psychological,School",add some,"Movic,Tokuma Shoten,Tokuma Japan",R ,Finished Airing,animate Film,"7,354",45.0,6,3
11811,Doukyuusei 2 (OVA) Special: Sotsugyousei,OVA,"Sep 10, 1999 to Mar 10, 2000",3,28 min. per ep.,5.16,Unknown,Ecchi,"Harem,School",add some,Pink Pineapple,R+ ,Finished Airing,Triple X,"1,470",84.0,1,2
11812,Enkinhou no Hako: Hakase no Sagashimono,Movie,1990,1,4 min.,5.16,Original,Slice of Life,None,add some,"Yamamura Animation, Inc.",G ,Finished Airing,add some,"1,216",4.0,1,0
11813,Feng Ji Yun Nu,OVA,12-Aug-04,1,5 min.,5.16,Manga,Action,Martial Arts,add some,"None found,add some",PG,Finished Airing,add some,390,5.0,1,1
11814,Fengshen Bang,Movie,11-Feb-76,1,1 hr. 30 min.,5.16,Novel,"Action,Fantasy",Martial Arts,add some,"None found,add some",PG ,Finished Airing,add some,366,90.0,2,1
11815,Futon,Movie,2012,1,6 min.,5.16,Original,Avant Garde,Music,add some,"None found,add some",G ,Finished Airing,add some,841,6.0,1,1
11816,Genma Taisen,Movie,12-Mar-83,1,2 hr. 11 min.,5.16,Manga,"Action,Adventure,Comedy,Drama,Sci-Fi",Mecha,Central Park Media,"None found,add some",R ,Finished Airing,Madhouse,"5,368",131.0,5,1
11817,Hentatsu (TV),TV,"Jan 4, 2020 to Mar 21, 2020",12,1 min. per ep.,5.16,Original,"Adventure,Mystery",None,add some,"None found,add some",G ,Finished Airing,Yaoyorozu,"5,098",12.0,2,0
11818,"Lies, Lies.",Music,27-Oct-10,1,4 min.,5.16,Unknown,None,Music,add some,"None found,add some",G ,Finished Airing,add some,382,4.0,1,1
11819,Mechano: Scientific Attack Force,OVA,1-Sep-95,3,10 min. per ep.,5.16,Unknown,"Avant Garde,Comedy,Fantasy,Horror","Music,Parody",add some,"None found,add some",None,Finished Airing,add some,462,30.0,4,2
11820,Mighty Thor: Battle Royale,ONA,29-Oct-17,1,2 min.,5.16,Other,Fantasy,Parody,add some,"None found,add some",G ,Finished Airing,add some,338,2.0,1,1
11821,Nekko-kun,Music,3-Dec-06,1,4 min.,5.16,Original,None,Music,add some,NHK,G ,Finished Airing,add some,360,4.0,1,1
11822,Nineko Gelée,ONA,25-Oct-16,1,6 min.,5.16,Original,"Avant Garde,Fantasy,Horror",Music,add some,"None found,add some",PG,Finished Airing,DLE,563,6.0,3,1
11823,NoisyCell x Ponkotsu Quest,ONA,7-Jun-17,1,2 min.,5.16,Other,Comedy,"Music,Parody",add some,"None found,add some",G ,Finished Airing,add some,466,2.0,1,2
11824,Promised Town,ONA,16-Jun-16,1,7 min.,5.16,Original,"Action,Sci-Fi",Mecha,add some,Next,PG,Finished Airing,add some,758,7.0,2,1
11825,Shoujouji no Tanuki-bayashi Ban Danemon,Movie,1935,1,9 min.,5.16,Original,Supernatural,None,add some,"None found,add some",G ,Finished Airing,add some,"1,299",9.0,1,0
11826,Taiyou no Hou: El Cantare e no Michi,Movie,28-Oct-00,1,1 hr. 44 min.,5.16,Original,Fantasy,Historical,add some,"None found,add some",PG ,Finished Airing,Group TAC,921,104.0,1,1
11827,Umo,Music,2007,1,3 min.,5.16,Unknown,None,Music,add some,"None found,add some",PG ,Finished Airing,add some,269,3.0,1,1
11828,Utsukushii Hoshi,Movie,1974,1,3 min.,5.16,Unknown,Avant Garde,None,add some,Takun Manga Box,G ,Finished Airing,add some,395,3.0,1,0
11829,Zonmi-chan: Meat Pie of the Dead,Special,26-Mar-16,1,5 min.,5.16,Original,"Comedy,Horror,Supernatural",None,add some,"None found,add some",PG,Finished Airing,Neft Film,"2,073",5.0,3,0
11830,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,ONA,1-Oct-13,1,9 min.,5.15,Unknown,Fantasy,None,add some,"None found,add some",G ,Finished Airing,add some,647,9.0,1,0
11831,Neko Funjatta,Music,20-Oct-66,1,2 min.,5.15,Original,None,Music,add some,NHK,G ,Finished Airing,add some,342,2.0,1,1
11832,Orchestra,Music,2008,1,6 min.,5.15,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,554,6.0,1,1
11833,Shounen Kenya,Movie,10-Mar-84,1,1 hr. 55 min.,5.15,Unknown,Adventure,None,add some,"None found,add some",PG ,Finished Airing,Toei Animation,"2,247",115.0,1,0
11834,Adobe Student and Teacher Edition,Special,Dec-09,1,31 sec.,5.15,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,Saigo no Shudan,347,0.0,1,0
11835,Ai wa KAT-TUN,ONA,13-Jan-12,5,53 sec. per ep.,5.15,Other,Comedy,None,add some,"None found,add some",G ,Finished Airing,add some,"2,438",0.0,1,0
11836,Beachside Lover,Music,5-Sep-16,1,3 min.,5.15,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,254,3.0,1,1
11837,Channel 5.5 2nd Season,ONA,"Apr 14, 2014 to Jun 18, 2014",4,5 min. per ep.,5.15,Unknown,Comedy,Parody,add some,"None found,add some",PG,Finished Airing,DLE,845,20.0,1,1
11838,Furudera no Obake-soudou,Movie,1936,1,5 min.,5.15,Original,"Action,Adventure",None,add some,"None found,add some",G ,Finished Airing,add some,976,5.0,2,0
11839,Ijime: Ikenie no Kyoushitsu,OVA,3-Feb-12,1,14 min.,5.15,Manga,Drama,None,add some,Shogakukan-Shueisha Productions,PG,Finished Airing,SynergySP,"1,672",14.0,1,0
11840,Jubilee,Music,1999,1,5 min.,5.15,Unknown,Avant Garde,Music,add some,"Yamamura Animation, Inc.",G ,Finished Airing,add some,931,5.0,1,1
11841,Anima,Movie,Feb-05,1,4 min.,5.14,Original,None,Music,add some,"None found,add some",R+ ,Finished Airing,add some,"2,046",4.0,1,1
11842,Beppu x Peeping Life,ONA,6-Nov-14,1,5 min.,5.14,Original,"Comedy,Slice of Life",None,add some,CoMix Wave Films,G ,Finished Airing,add some,483,5.0,2,0
11843,Hane,Music,10-Aug-11,1,3 min.,5.14,Music,None,Music,add some,Space Shower Music,G ,Finished Airing,add some,356,3.0,1,1
11844,Henkei Sakuhin Dai 1-ban,Movie,1984,1,16 min.,5.14,Unknown,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,351,16.0,1,0
11845,Ikedaya Soudou,Movie,1961,1,7 min.,5.14,Original,Drama,"Historical,Samurai",add some,"None found,add some",G ,Finished Airing,add some,315,7.0,1,2
11846,Insomniac,Music,2008,1,2 min.,5.14,Unknown,None,Music,add some,"None found,add some",G ,Finished Airing,add some,356,2.0,1,1
11847,JaJa Uma! Quartet,OVA,"May 21, 1997 to Sep 26, 1997",2,30 min. per ep.,5.14,Manga,"Adventure,Comedy,Fantasy",None,Central Park Media,Studio OX,PG,Finished Airing,Movic,"1,612",60.0,3,0
11848,Kana Kana Kazoku: Shinnen no Goaisatsu,ONA,7-Jan-15,1,50 sec.,5.14,Unknown,Comedy,None,add some,"None found,add some",G ,Finished Airing,DLE,305,0.0,1,0
11849,Karma,Movie,1977,1,2 min.,5.14,Unknown,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,450,2.0,1,0
11850,Karo to Piyobupt: Ame no Hi,Movie,1992,1,4 min.,5.14,Original,Fantasy,None,add some,"Yamamura Animation, Inc.",G ,Finished Airing,add some,718,4.0,1,0
11851,Maryuu Senki,OVA,"Mar 5, 1987 to Jul 25, 1989",3,30 min. per ep.,5.14,Original,"Fantasy,Horror",None,add some,Bandai Visual,R+ ,Finished Airing,AIC,"2,970",90.0,2,0
11852,Master of Torque: Epilogue,ONA,25-Dec-16,1,9 min.,5.14,Original,None,Racing,add some,"None found,add some",G ,Finished Airing,add some,548,9.0,1,1
11853,Nandarou,Special,1-Nov-92,1,1 min.,5.14,Unknown,Comedy,None,add some,"None found,add some",PG ,Finished Airing,Studio Ghibli,"3,076",1.0,1,0
11854,Nougyou Musume!,Special,7-Oct-10,1,3 min.,5.14,4-koma manga,Comedy,None,add some,"None found,add some",G ,Finished Airing,Toei Animation,"1,560",3.0,1,0
11855,Oira no Ski,Movie,7-Mar-30,1,9 min.,5.14,Original,"Comedy,Sports",None,add some,"None found,add some",G ,Finished Airing,add some,883,9.0,2,0
11856,Shiri Play,Movie,2005,1,4 min.,5.14,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,197,4.0,1,0
11857,Tokyo Loop,Movie,23-Dec-06,1,1 hr. 10 min.,5.14,Original,"Avant Garde,Comedy",None,add some,"None found,add some",R+ ,Finished Airing,add some,"1,856",70.0,2,0
11858,Tora-chan no Kankan Mushi,Movie,1950,1,10 min.,5.14,Original,Drama,None,add some,"None found,add some",G ,Finished Airing,add some,808,10.0,1,0
11859,Metamorphosis,Music,21-Jun-09,1,3 min.,5.13,Music,None,Music,add some,"None found,add some",G ,Finished Airing,add some,346,3.0,1,1
11860,Ni-hiki no Sanma (1968),Movie,1968,1,13 min.,5.13,Original,Comedy,None,add some,"None found,add some",G ,Finished Airing,add some,487,13.0,1,0
11861,Ooatari Sora no Entaku,Movie,22-Oct-32,1,10 min.,5.13,Original,Comedy,None,add some,"None found,add some",G ,Finished Airing,add some,"1,031",10.0,1,0
11862,Ougon no Hou: El Cantare no Rekishikan,Movie,11-Oct-03,1,1 hr. 50 min.,5.13,Original,Fantasy,Historical,add some,"None found,add some",PG ,Finished Airing,Group TAC,806,110.0,1,1
11863,Owari no Chronicle,Special,1-Apr-12,1,38 sec.,5.13,Light novel,"Action,Adventure,Fantasy,Sci-Fi",None,add some,"None found,add some",PG,Finished Airing,add some,"3,331",0.0,4,0
11864,Pastel Memories,TV,"Jan 8, 2019 to Mar 26, 2019",12,24 min. per ep.,5.13,Game,"Action,Adventure,Sci-Fi",None,Sentai Filmworks,"MAGES.,FuRyu",PG,Finished Airing,Project No.9,"18,506",288.0,3,0
11865,Potecco Babies,ONA,"May 17, 2010 to Sep 4, 2010",2,3 min. per ep.,5.13,Original,Comedy,None,add some,"None found,add some",G ,Finished Airing,Shin-Ei Animation,423,6.0,1,0
11866,Prison Lab,ONA,28-Dec-18,20,1 min. per ep.,5.13,Manga,Horror,Psychological,add some,Anime Beans,R ,Finished Airing,add some,"3,983",20.0,1,1
11867,Sin: The Movie,OVA,24-Oct-00,1,55 min.,5.13,Game,"Action,Horror,Sci-Fi,Supernatural",Detective,ADV Films,"None found,add some",R ,Finished Airing,Phoenix Entertainment,"4,975",55.0,4,1
11868,Susume! Gachimuchi Sankyoudai,ONA,2-Jun-10,1,3 min.,5.13,Unknown,Comedy,None,add some,"None found,add some",PG,Finished Airing,TMS Entertainment,347,3.0,1,0
11869,Symphonic Variations,Music,7-Jun-76,1,2 min.,5.13,Original,None,Music,add some,NHK,G ,Finished Airing,add some,349,2.0,1,1
11870,The Laughing Spider,Movie,2016,1,7 min.,5.13,Original,Avant Garde,None,add some,"None found,add some",R+ ,Finished Airing,add some,270,7.0,1,0
11871,Toilet no Kuni,ONA,28-May-15,1,1 min.,5.13,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,291,1.0,1,1
11872,Tonari no Onigiri-kun,Special,"Aug 30, 2016 to Nov 1, 2016",3,18 sec. per ep.,5.13,Original,Slice of Life,None,add some,"None found,add some",G ,Finished Airing,Studio Ghibli,"1,179",0.0,1,0
11873,Zettai Shougeki: Platonic Heart Picture Drama,Special,"Nov 27, 2008 to Feb 25, 2009",4,8 min. per ep.,5.13,Original,"Action,Ecchi",Martial Arts,add some,"Lantis,Studio Kikan",R+ ,Finished Airing,Arms,"1,373",32.0,2,1
11874,Akai Jitensha,Music,4-Apr-99,1,2 min.,5.13,Original,None,Music,add some,NHK,G ,Finished Airing,add some,365,2.0,1,1
11875,Ano Ko ni 1000%,OVA,14-Nov-89,1,10 min.,5.13,Manga,Romance,School,add some,Visual 80,PG,Finished Airing,add some,"2,335",10.0,1,1
11876,Awake,Special,"Aug 16, 1984 to 1987",2,3 min. per ep.,5.13,Original,"Action,Sci-Fi","Mecha,Parody",add some,Studio AWAKE,R+ ,Finished Airing,add some,894,6.0,2,2
11877,Azure Nihon Data Center,ONA,25-Feb-14,1,52 sec.,5.13,Original,Action,None,add some,"None found,add some",G ,Finished Airing,add some,"1,606",0.0,1,0
11878,Catalyst,Music,20-Dec-15,1,4 min.,5.13,Original,Avant Garde,Music,add some,"None found,add some",R+ ,Finished Airing,Saigo no Shudan,225,4.0,1,1
11879,Chiryokumaru,ONA,1-Nov-16,1,2 min.,5.13,Original,Action,None,add some,"None found,add some",PG,Finished Airing,Studio 4°C,"2,182",2.0,1,0
11880,Evil or Live Recap,Special,13-Dec-17,1,23 min.,5.13,Web manga,None,"Psychological,School",add some,"None found,add some",R ,Finished Airing,add some,"4,043",23.0,1,2
11881,Goro-chan,Music,10-Feb-90,1,3 min.,5.13,Original,None,Music,add some,Fuji TV,G ,Finished Airing,add some,393,3.0,1,1
11882,Hakuchuu Meikyuu,ONA,2004,1,5 min.,5.13,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,310,5.0,1,0
11883,Hantsu x Trash,OVA,"Oct 6, 2015 to Nov 4, 2016",3,12 min. per ep.,5.13,Manga,"Comedy,Romance,Sports,Ecchi","School,Team Sports",add some,"None found,add some",R+ ,Finished Airing,Hoods Entertainment,"21,087",36.0,4,2
11884,Hen,OVA,"Mar 21, 1997 to May 9, 1997",2,39 min. per ep.,5.13,Manga,"Comedy,Girls Love,Ecchi",None,Central Park Media,Group TAC,R+ ,Finished Airing,add some,"5,212",78.0,3,0
11885,Joubuna Tire!,Special,1980,1,1 min.,5.13,Original,None,Racing,add some,"None found,add some",G ,Finished Airing,add some,827,1.0,1,1
11886,Kirin no Otenki Mama-san,Special,"Jun 26, 1964 to Oct 6, 1984",12,15 sec. per ep.,5.13,Other,Fantasy,None,add some,TBS,G ,Finished Airing,add some,437,0.0,1,0
11887,1/100 Train Station,ONA,24-Jul-17,1,2 min.,5.12,Original,Slice of Life,None,add some,Terada Mokei,G ,Finished Airing,add some,819,2.0,1,0
11888,Choujigen Kakumei Anime: Dimension High School,TV,"Jan 10, 2019 to Mar 21, 2019",11,10 min. per ep.,5.12,Original,None,School,Sentai Filmworks,"Polygon Pictures,Polygon Magic",PG,Finished Airing,Asmik Ace,"9,163",110.0,1,1
11889,Dambo,Music,8-Dec-04,1,5 min.,5.12,Original,Fantasy,Music,add some,"None found,add some",PG,Finished Airing,add some,551,5.0,1,1
11890,Hakata Mentai! Pirikarako-chan,TV,"Jul 7, 2019 to Sep 22, 2019",12,4 min. per ep.,5.12,Original,"Comedy,Gourmet,Slice of Life",None,add some,"None found,add some",G ,Finished Airing,G-angle,"2,776",48.0,3,0
11891,Kanai,ONA,Mar-11,1,5 min.,5.12,Unknown,None,Mecha,add some,"None found,add some",G ,Finished Airing,add some,358,5.0,1,1
11892,Mononoke Dance,Music,2-Apr-08,1,4 min.,5.12,Music,Avant Garde,Music,add some,"None found,add some",PG,Finished Airing,add some,"1,138",4.0,1,1
11893,Mugen Kouro,ONA,"Oct 9, 2008 to May 29, 2009",4,2 min. per ep.,5.12,Game,"Action,Sci-Fi",Space,add some,"None found,add some",PG,Finished Airing,Gonzo,"1,212",8.0,2,1
11894,Polka Dot,Music,2-Mar-18,1,2 min.,5.12,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,806,2.0,1,1
11895,Port of Wormy,Movie,2009,1,15 sec.,5.12,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,210,0.0,1,0
11896,Rokudou Juku,Special,10-Apr-18,1,30 sec.,5.12,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,294,0.0,1,1
11897,Spring Stranger,Music,21-Apr-09,1,4 min.,5.12,Music,None,Music,add some,Victor Entertainment,G ,Finished Airing,add some,311,4.0,1,1
11898,Taka no Tsume NEO Announcement Movie,Special,14-Mar-12,1,3 min.,5.12,Unknown,Comedy,"Parody,Super Power",add some,"None found,add some",PG,Finished Airing,add some,404,3.0,1,2
11899,Tanoshii Sansuu,Music,8-Feb-88,1,2 min.,5.12,Original,None,Music,add some,NHK,G ,Finished Airing,add some,219,2.0,1,1
11900,The Reflection,TV,"Jul 22, 2017 to Oct 7, 2017",12,25 min. per ep.,5.12,Original,Action,Super Power,Funimation,"Bandai Visual,NHK,81 Produce,Haoliners Animation League,China Animation Characters,BIGFACE,NHN PlayArt,Ima Group,Crunchyroll SC Anime Fund",PG,Finished Airing,Studio Deen,"28,494",300.0,1,1
11901,Master of Torque 3,ONA,27-Apr-16,1,20 min.,5.11,Original,"Action,Sci-Fi",None,add some,"None found,add some",G ,Finished Airing,Shimogumi,621,20.0,2,0
11902,Natsumi Step!,Music,2003,1,2 min.,5.11,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,356,2.0,1,1
11903,Rail Romanesque,TV,"Oct 3, 2020 to Dec 19, 2020",12,3 min. per ep.,5.11,Visual novel,Slice of Life,None,add some,"None found,add some",PG,Finished Airing,Saetta,"25,445",36.0,1,0
11904,Sora no Momotarou,Movie,1-Oct-31,1,12 min.,5.11,Original,"Adventure,Comedy",Military,add some,"None found,add some",G ,Finished Airing,add some,"1,257",12.0,2,1
11905,Spelunker Sensei,OVA,16-Mar-11,1,30 min.,5.11,4-koma manga,Comedy,None,add some,Indeprox,G ,Finished Airing,Studio PuYUKAI,"2,755",30.0,1,0
11906,Uchiko no Mama to Okaasan,ONA,15-May-11,1,52 sec.,5.11,Original,Suspense,None,add some,"None found,add some",G ,Finished Airing,add some,331,0.0,1,0
11907,1/100 Shibuya Crossing,ONA,28-Jun-15,1,2 min.,5.11,Original,Slice of Life,None,add some,Terada Mokei,G ,Finished Airing,add some,796,2.0,1,0
11908,Anitore! XX: Hitotsu Yane no Shita de Specials,Special,17-Mar-17,6,4 min. per ep.,5.11,Original,"Comedy,Sports,Ecchi",None,add some,"None found,add some",PG,Finished Airing,Rising Force,"2,214",24.0,3,0
11909,Bikini Warriors,TV,"Jul 8, 2015 to Sep 23, 2015",12,4 min. per ep.,5.11,Other,"Comedy,Fantasy,Ecchi",Parody,Funimation,"Hobby Japan,Studio Mausu",R+ ,Finished Airing,feel.,"79,954",48.0,3,1
11910,Compiler,OVA,"Mar 5, 1994 to Oct 5, 1994",2,30 min. per ep.,5.11,Unknown,"Comedy,Drama,Romance,Sci-Fi",None,ADV Films,animate Film,R+ ,Finished Airing,Studio Fantasia,"2,357",60.0,4,0
11911,Experiment,Movie,1997,1,3 min.,5.11,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,413,3.0,1,0
11912,Fujinkoron-senpai,ONA,23-May-16,1,1 min.,5.11,Original,Comedy,None,add some,"None found,add some",PG ,Finished Airing,HOTZIPANG,361,1.0,1,0
11913,Kimera,OVA,31-Jul-96,1,47 min.,5.11,Manga,"Action,Boys Love,Horror,Sci-Fi,Supernatural",Vampire,ADV Films,Studio Tulip,R+ ,Finished Airing,animate Film,"6,925",47.0,5,1
11914,Kitsune no Home Run Ou,Movie,Sep-49,1,8 min.,5.11,Original,Sports,Team Sports,add some,"None found,add some",G ,Finished Airing,add some,493,8.0,1,1
11915,Box,Movie,1982,1,7 min.,5.1,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,521,7.0,1,0
11916,Cup of Smoke,Music,2-Nov-17,1,4 min.,5.1,Original,Avant Garde,Music,add some,"None found,add some",G ,Finished Airing,add some,237,4.0,1,1
11917,Drive Car,Music,2003,1,3 min.,5.1,Music,Avant Garde,Music,add some,"None found,add some",G ,Finished Airing,add some,271,3.0,1,1
11918,Hokuro Kyoudai Full Throttle!!!!,ONA,25-May-07,7,5 min. per ep.,5.1,Unknown,Comedy,None,add some,"None found,add some",PG,Finished Airing,add some,359,35.0,1,0
11919,Knights of the Zodiac: Saint Seiya,ONA,"Jul 19, 2019 to Jan 23, 2020",12,23 min. per ep.,5.1,Manga,"Adventure,Fantasy,Sci-Fi",None,add some,Netflix,PG,Finished Airing,Toei Animation,"16,007",276.0,3,0
11920,Kujakuou: Sengoku Tensei,ONA,21-Oct-14,1,3 min.,5.1,Manga,"Action,Supernatural","Historical,Mythology,Time Travel",add some,"None found,add some",G ,Finished Airing,Gathering,651,3.0,2,3
11921,Minamo,Movie,17-Sep-03,1,2 min.,5.1,Unknown,None,None,add some,Mirai Film,G ,Finished Airing,add some,301,2.0,1,0
11922,Riding the Storm,Music,18-Jun-07,1,4 min.,5.1,Music,None,Music,add some,Lastrum Music,PG ,Finished Airing,Moss Design Unit,245,4.0,1,1
11923,Stone,Movie,1975,1,7 min.,5.1,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,586,7.0,1,0
11924,Wonder Egg Priority Special,Special,30-Jun-21,1,46 min.,5.1,Original,"Drama,Fantasy",Psychological,Funimation,Aniplex,R ,Finished Airing,CloverWorks,"124,124",46.0,2,1
11925,"Zoojazoo ""Watashi no Onaka""",Music,8-Dec-15,1,2 min.,5.1,Unknown,None,Music,add some,"None found,add some",G ,Finished Airing,add some,289,2.0,1,1
11926,Metropolitan Museum,Music,7-Apr-84,1,2 min.,5.09,Original,Fantasy,Music,add some,NHK,G ,Finished Airing,add some,522,2.0,1,1
11927,Mormorando,Movie,16-Sep-14,1,4 min.,5.09,Original,None,None,add some,"None found,add some",G ,Finished Airing,add some,544,4.0,1,0
11928,One: Kagayaku Kisetsu e,OVA,"Aug 10, 2001 to May 24, 2002",4,27 min. per ep.,5.09,Visual novel,"Drama,Supernatural",None,add some,KSS,PG,Finished Airing,Triple X,"3,553",108.0,2,0
11929,Pata Pata Mama,Music,1976,1,2 min.,5.09,Music,None,Music,add some,Fuji TV,G ,Finished Airing,add some,265,2.0,1,1
11930,Peeping Life Specials,Special,2009,2,5 min. per ep.,5.09,Unknown,"Comedy,Slice of Life",None,add some,CoMix Wave Films,PG ,Finished Airing,add some,534,10.0,2,0
11931,Picotopia,ONA,3-Jul-13,1,2 min.,5.09,Original,"Avant Garde,Fantasy",Music,add some,Mirai Film,G ,Finished Airing,add some,"1,330",2.0,2,1
11932,UFO Gakuen no Himitsu,Movie,10-Oct-15,1,2 hr. 5 min.,5.09,Original,Sci-Fi,Space,add some,"None found,add some",G ,Finished Airing,HS Pictures Studio,"2,849",125.0,1,1
11933,Wego Graphics,Special,"Oct 7, 2017 to Jul 6, 2018",2,16 sec. per ep.,5.09,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,225,0.0,1,1
11934,Yatterman x Toshiba,Special,2008,1,30 sec.,5.09,Unknown,Comedy,None,add some,Opera House,G ,Finished Airing,add some,476,0.0,1,0
11935,Ao Oni The Animation,TV,"Oct 3, 2016 to Jan 9, 2017",13,3 min. per ep.,5.09,Game,"Comedy,Horror",Gore,add some,DAX Production,R ,Finished Airing,Studio Deen,"19,277",39.0,2,1
11936,Balloon,ONA,2013,1,55 sec.,5.09,Original,Avant Garde,None,add some,"None found,add some",G ,Finished Airing,add some,872,0.0,1,0
11937,Computer Haekjeonham Pokpa Daejakjeon,Movie,1983,1,1 hr. 8 min.,5.09,Unknown,"Action,Sci-Fi",None,add some,"None found,add some",G ,Finished Airing,add some,448,68.0,2,0
11938,Doubutsu Mura no Sports Day,Movie,1932,1,8 min.,5.09,Original,"Action,Sports",None,add some,"None found,add some",G ,Finished Airing,add some,953,8.0,2,0
11939,Idolls!,TV,"Jan 8, 2021 to Mar 12, 2021",10,8 min. per ep.,5.09,Original,None,"Idols (Female),Music",add some,"81 Produce,RAY,Stray Cats,BS Asahi",PG,Finished Airing,Shin-Ei Animation,"4,288",80.0,1,2
11940,Japanda,ONA,3-Sep-19,1,39 sec.,5.09,Original,None,Music,add some,"None found,add some",G ,Finished Airing,Fanworks,401,0.0,1,1
11941,Kamishibai Kintarou no Maki,Movie,1934,1,7 min.,5.09,Other,Fantasy,Historical,add some,"None found,add some",G ,Finished Airing,add some,466,7.0,1,1
11942,Kujira (1952),Movie,Dec-52,1,10 min.,5.09,Original,Fantasy,None,add some,Sakura Color Film,G ,Finished Airing,add some,"1,190",10.0,1,0
11943,Kuma ni Kuwarenu Otoko,Movie,1948,1,9 min.,5.09,Original,Adventure,Music,add some,"None found,add some",G ,Finished Airing,add some,669,9.0,1,1
11944,Ahiru Rikusentai,Movie,1940,1,13 min.,5.08,Original,Action,"Historical,Military",add some,Geijutsu Eigasha,G ,Finished Airing,add some,999,13.0,1,2
11945,Annie,Music,17-Aug-18,1,3 min.,5.08,Music,Sci-Fi,Music,add some,"None found,add some",G ,Finished Airing,add some,250,3.0,1,1
11946,Battle Athletess Daiundoukai ReSTART!,TV,"Apr 11, 2021 to Jun 27, 2021",12,23 min. per ep.,5.08,Original,"Action,Adventure,Comedy,Sci-Fi,Sports",School,Funimation,"TV Asahi,Nippon Columbia,KlockWorx,BS Fuji,Wolfsbane,SUPA LOVE,Starry Cube,TV Asahi Music,tamakoshi,CTW,FUTURE LEAP,AIC Rights",PG,Finished Airing,Seven,"7,122",276.0,5,1
11947,Crack,Music,27-Jul-13,1,1 min.,5.08,Original,None,Music,add some,"None found,add some",G ,Finished Airing,add some,211,1.0,1,1
11948,Houkago no Shokuinshitsu,OVA,"Apr 1994 to Jan 27, 1995",2,28 min. per ep.,5.08,Manga,"Boys Love,Drama,Romance",None,add some,Daiei,R+ ,Finished Airing,SIDO LIMITED,"7,242",56.0,3,0
11949,Ice Fist,Music,2-May-14,1,5 min.,5.08,Music,Avant Garde,Music,add some,Virgin Babylon Records,PG,Finished Airing,Onionskin,362,5.0,1,1
11950,Issunboushi: Chibisuke Monogatari,Movie,8-May-35,1,9 min.,5.08,Original,Action,Samurai,add some,"None found,add some",G ,Finished Airing,add some,"1,052",9.0,1,1
11951,Kemurigusa Monogatari,Movie,1926,1,3 min.,5.08,Original,Comedy,None,add some,"None found,add some",G ,Finished Airing,add some,942,3.0,1,0
11952,Kiseichuu no Ichiya,Movie,1972,1,9 min.,5.08,Original,"Avant Garde,Horror",None,add some,"None found,add some",R ,Finished Airing,add some,"2,364",9.0,2,0
